id,orden,disposicion,galeria,area,perimetro,zona,calle,numeracion,par,tipo_calle,esquina,distancia_esquina,distancia_principal,distancia_ transporte1,distancia_ transporte2,rubro_id_ Nov19,rubro_id_ Feb20,clase
1,1,1,0,82,42,1,Santa Fe,1701,0,1,1,36,307,310,542,94,94,0
2,2,1,0,79,42,1,Santa Fe,1717,0,1,0,39,302,305,540,92,92,0
3,3,1,0,217,63,1,Santa Fe,1729,0,1,0,48,292,295,537,72,72,0
4,4,1,0,248,71,1,Santa Fe,1741,0,1,0,58,282,285,535,14,14,0
5,5,1,0,239,66,1,Santa Fe,,0,1,0,57,272,275,528,72,72,0
6,6,1,0,216,65,1,Santa Fe,1773,0,1,0,46,255,258,522,67,67,0
7,7,1,0,333,79,1,Santa Fe,,0,1,1,44,244,247,519,100,100,1
8,8,1,0,197,72,1,Santa Fe,1801,0,1,1,47,210,214,508,32,32,0
9,9,1,0,124,66,1,Santa Fe,1811,0,1,0,49,205,208,506,37,37,0
10,10,1,0,124,66,1,Santa Fe,1813,0,1,0,52,200,204,504,37,37,0
11,11,1,0,124,66,1,Santa Fe,1815,0,1,0,54,196,200,503,2,2,0
12,12,1,0,293,77,1,Santa Fe,1829,0,1,0,59,189,193,500,72,72,0
13,13,1,0,124,66,1,Santa Fe,1845,0,1,0,65,181,186,499,100,100,1
14,14,1,0,299,77,1,Santa Fe,,0,1,0,47,146,151,490,100,100,1
15,15,1,0,173,58,1,Santa Fe,1895,0,1,0,39,136,141,485,74,74,0
16,16,1,0,141,48,1,Santa Fe,,0,1,1,34,127,131,480,100,100,1
17,17,1,0,127,63,1,Santa Fe,1901,0,1,1,47,100,108,485,32,32,0
18,18,1,0,125,64,1,Santa Fe,1909,0,1,0,49,96,103,485,91,91,0
19,19,1,0,111,62,1,Santa Fe,1921,0,1,0,53,90,98,484,5,5,0
20,20,1,0,111,62,1,Santa Fe,,0,1,0,56,86,94,484,53,53,0
21,21,1,0,174,62,1,Santa Fe,1927,0,1,0,59,80,89,483,35,35,0
22,22,1,0,19,18,1,Santa Fe,,0,1,0,47,81,85,467,54,54,0
23,23,1,0,106,46,1,Santa Fe,1935,0,1,0,63,71,80,479,2,2,0
24,24,1,0,127,63,1,Santa Fe,1939,0,1,0,71,66,77,484,49,49,0
25,25,1,0,125,63,1,Santa Fe,1945,0,1,0,73,61,73,485,2,2,0
26,26,1,0,75,43,1,Santa Fe,1951,0,1,0,67,57,67,480,23,23,0
27,27,1,0,155,51,1,Santa Fe,1961,0,1,0,61,49,62,480,72,72,0
28,28,1,1,95,42,1,Santa Fe,1985,0,1,0,55,41,55,479,100,100,1
29,29,1,1,88,40,1,Santa Fe,1989,0,1,0,50,34,50,480,21,21,0
30,30,1,1,204,76,1,Santa Fe,,0,1,0,53,28,53,489,53,53,0
31,31,1,1,83,38,2,Santa Fe,1999,0,1,1,39,19,39,478,43,43,0
32,32,1,1,52,33,2,Yrigoyen,9,0,1,0,43,18,44,483,23,23,0
33,33,1,1,51,33,2,Yrigoyen,15,0,1,0,49,18,49,489,25,25,0
34,34,1,1,52,33,2,Yrigoyen,21,0,1,0,53,18,53,493,29,29,0
35,35,1,1,52,33,2,Yrigoyen,25,0,1,0,56,18,57,498,17,17,0
36,36,1,1,52,33,2,Yrigoyen,29,0,1,0,60,18,61,502,14,14,0
37,37,1,0,97,48,2,Yrigoyen,37,0,1,0,66,21,66,507,80,80,0
38,38,1,0,97,48,2,Yrigoyen,39,0,1,0,71,21,71,512,15,15,0
39,39,1,0,96,48,2,Yrigoyen,41,0,1,0,75,21,76,517,79,79,0
40,40,1,0,97,48,2,Yrigoyen,45,0,1,0,80,21,81,522,53,53,0
41,41,1,0,96,48,2,Yrigoyen,,0,1,0,85,21,85,527,49,49,0
42,42,1,0,97,48,2,Yrigoyen,47,0,1,0,90,21,90,532,76,76,0
43,43,1,0,97,48,2,Yrigoyen,49,0,1,0,95,21,95,537,100,100,1
44,44,1,0,97,48,2,Yrigoyen,53,0,1,0,87,20,107,549,83,83,0
45,45,1,0,97,48,2,Yrigoyen,55,0,1,0,82,20,112,555,100,100,1
46,46,1,0,97,48,2,Yrigoyen,61,0,1,0,73,20,122,564,13,13,0
47,47,1,0,"1,351",159,2,Yrigoyen,65,0,1,0,68,36,139,579,35,35,0
48,48,1,0,100,49,2,Yrigoyen,,0,1,0,47,20,149,592,78,78,0
49,49,1,0,97,48,2,Yrigoyen,,0,1,0,43,20,154,597,39,39,0
50,50,1,0,100,49,2,Yrigoyen,,0,1,0,39,20,159,602,13,13,0
51,51,1,0,47,29,2,Yrigoyen,,0,1,0,34,22,166,610,100,100,1
52,52,1,0,45,29,2,Yrigoyen,93,0,1,0,31,22,171,614,99,13,0
53,53,1,0,45,29,2,Yrigoyen,99,0,1,1,29,21,176,619,100,11,1
54,54,1,0,15,16,2,Yrigoyen,,0,1,0,26,12,168,611,54,54,0
55,55,1,0,19,18,2,Tres Sargentos,1975,0,2,0,41,33,210,652,79,79,0
56,56,1,0,19,18,2,Tres Sargentos,1991,0,2,0,37,28,209,652,83,83,0
57,57,1,0,19,18,2,Tres Sargentos,1995,0,2,0,32,23,209,652,91,91,0
58,58,1,0,19,18,2,Yrigoyen,,0,1,1,29,18,208,652,18,18,0
59,59,1,0,19,17,2,Yrigoyen,103,0,1,0,31,18,212,656,46,46,0
60,60,1,0,19,18,2,Yrigoyen,115,0,1,0,37,18,219,663,23,23,0
61,61,1,0,19,18,2,Yrigoyen,119,0,1,0,40,18,223,667,28,28,0
62,62,1,0,19,18,2,Yrigoyen,123,0,1,0,44,18,227,671,9,9,0
63,63,1,0,299,74,2,Yrigoyen,145,0,1,0,64,22,248,691,56,56,0
64,64,1,0,16,16,2,Yrigoyen,153,0,1,0,71,18,266,710,100,100,1
65,65,1,0,29,22,2,Yrigoyen,169,0,1,0,49,19,290,734,10,10,0
66,66,1,0,29,22,2,Yrigoyen,175,0,1,0,46,19,294,738,100,100,1
67,67,1,0,30,23,2,Yrigoyen,177,0,1,0,42,19,298,742,100,100,1
68,68,1,0,76,38,2,Yrigoyen,,0,1,0,39,22,303,747,100,100,1
69,69,1,0,29,22,2,Yrigoyen,,0,1,0,33,19,308,751,46,46,0
70,70,1,0,29,22,2,Yrigoyen,195,0,1,0,29,19,313,757,71,71,0
71,71,1,0,28,22,2,Yrigoyen,,0,1,1,26,19,317,761,100,100,1
72,72,1,0,84,43,2,Italia,2006,1,2,1,30,22,317,761,42,42,0
73,73,1,0,86,43,2,Yrigoyen,194,1,1,0,33,22,312,756,46,46,0
74,74,1,0,98,47,2,Yrigoyen,180,1,1,0,50,22,292,736,46,46,0
75,75,1,0,99,47,2,Yrigoyen,172,1,1,0,55,22,286,730,14,14,0
76,76,1,0,48,29,2,Yrigoyen,162,1,1,0,62,18,276,720,80,80,0
77,77,1,0,48,29,2,Yrigoyen,160,1,1,0,67,18,271,715,100,48,1
78,78,1,0,48,29,2,Yrigoyen,154,1,1,0,74,18,264,708,43,43,0
79,79,1,0,36,26,2,Yrigoyen,146,1,1,0,65,18,251,696,3,3,0
80,80,1,0,48,29,2,Yrigoyen,142,1,1,0,58,18,244,689,79,79,0
81,81,1,0,48,29,2,Yrigoyen,136,1,1,0,53,18,239,684,4,4,0
82,82,1,0,48,29,2,Yrigoyen,134,1,1,0,48,18,234,679,15,15,0
83,83,1,0,48,29,2,Yrigoyen,120,1,1,0,43,18,229,673,47,47,0
84,84,1,0,48,29,2,Yrigoyen,118,1,1,0,39,18,224,668,5,5,0
85,85,1,0,37,27,2,Yrigoyen,114,1,1,0,35,18,220,664,10,10,0
86,86,1,0,37,27,2,Yrigoyen,112,1,1,0,31,18,216,660,83,83,0
87,87,1,0,31,23,2,Yrigoyen,110,1,1,0,27,18,212,656,37,37,0
88,88,1,0,17,16,2,Yrigoyen,102,1,1,1,23,16,208,652,14,14,0
89,89,1,0,13,14,2,Tres Sargentos,,1,2,0,25,20,208,652,53,53,0
90,90,1,0,24,21,2,Tres Sargentos,2009,0,2,0,29,23,210,654,83,83,0
91,91,1,0,24,21,2,Tres Sargentos,2015,0,2,0,31,26,211,654,76,76,0
92,92,1,0,24,21,2,Tres Sargentos,2021,0,2,0,34,30,211,654,81,81,0
93,93,1,0,168,52,2,Tres Sargentos,2031,0,2,0,42,37,216,658,9,9,0
94,94,1,0,64,44,2,Tres Sargentos,2054,1,2,0,58,58,177,615,84,84,0
95,95,1,0,64,44,2,Tres Sargentos,2050,1,2,0,55,55,176,614,49,100,1
96,96,1,0,262,65,2,Tres Sargentos,2022,1,2,0,37,34,171,613,92,92,0
97,97,1,0,85,37,2,Yrigoyen,,1,1,1,19,14,173,617,11,11,0
98,98,1,0,85,37,2,Yrigoyen,88,1,1,0,28,14,163,607,29,29,0
99,99,1,0,85,37,2,Yrigoyen,,1,1,0,37,14,153,597,48,48,0
100,100,1,1,85,37,2,Yrigoyen,66,1,1,0,44,14,145,589,62,62,0
101,101,1,1,85,37,2,Yrigoyen,66,1,1,0,48,25,147,590,88,88,0
102,102,1,1,87,38,2,Yrigoyen,66,1,1,0,54,36,149,590,100,100,1
103,103,1,1,78,38,2,Yrigoyen,66,1,1,0,61,44,148,588,88,88,0
104,104,1,1,62,31,2,Yrigoyen,66,1,1,0,66,39,137,578,89,89,0
105,105,1,1,51,29,2,Yrigoyen,65,0,1,0,63,32,135,577,92,92,0
106,106,1,1,65,32,2,Yrigoyen,66,1,1,0,60,24,134,577,87,87,0
107,107,1,1,75,35,2,Yrigoyen,66,1,1,0,57,15,132,576,35,35,0
108,108,1,0,390,81,2,Yrigoyen,60,1,1,0,74,15,116,560,27,27,0
109,109,1,0,56,32,2,Yrigoyen,50,1,1,0,88,13,101,545,20,20,0
110,110,1,0,56,32,2,Yrigoyen,48,1,1,0,94,13,95,539,14,14,0
111,111,1,0,56,32,2,Yrigoyen,46,1,1,0,90,12,90,534,100,11,1
112,112,1,0,66,34,2,Yrigoyen,40,1,1,0,85,17,85,528,47,47,0
113,113,1,0,56,32,2,Yrigoyen,38,1,1,0,79,17,79,522,83,83,0
114,114,1,0,56,32,2,Yrigoyen,32,1,1,0,73,13,73,517,11,11,0
115,115,1,0,56,32,2,Yrigoyen,30,1,1,0,68,13,68,512,81,81,0
116,116,1,0,86,37,2,Yrigoyen,,1,1,0,61,12,61,505,62,62,0
117,117,1,0,56,32,2,Yrigoyen,18,1,1,0,51,12,52,495,1,1,0
118,118,1,0,39,29,2,Yrigoyen,16,1,1,0,47,12,47,491,2,2,0
119,119,1,0,39,29,2,Yrigoyen,14,1,1,0,43,13,44,487,13,13,0
120,120,1,0,39,29,2,Yrigoyen,8,1,1,0,40,12,40,483,3,3,0
121,121,1,0,39,29,2,Yrigoyen,6,1,1,0,36,12,36,480,55,55,0
122,122,1,0,36,28,2,Santa Fe,2001,0,1,1,33,12,33,476,64,64,0
123,123,1,0,164,53,1,Santa Fe,2011,0,1,0,44,23,44,484,100,100,1
124,124,1,0,705,112,1,Santa Fe,2013,0,1,0,61,37,61,496,61,61,0
125,125,1,0,320,80,1,Santa Fe,2053,0,1,0,62,57,73,496,14,14,0
126,126,1,0,468,87,1,Santa Fe,2099,0,1,1,42,85,96,500,33,33,0
127,127,1,0,336,85,1,Santa Fe,,0,1,1,44,121,130,514,27,27,0
128,128,1,0,175,72,1,Santa Fe,2111,0,1,0,47,129,138,516,67,67,0
129,129,1,0,157,72,1,Santa Fe,2117,0,1,0,51,137,146,518,91,91,0
130,130,1,0,163,72,1,Santa Fe,2123,0,1,0,55,143,151,521,88,88,0
131,131,1,0,155,71,1,Santa Fe,2127,0,1,0,59,148,156,523,32,32,0
132,132,1,0,156,71,1,Santa Fe,2139,0,1,0,67,159,166,527,96,96,0
133,133,1,0,"1,094",136,1,Santa Fe,,0,1,0,65,177,186,540,43,43,0
134,134,1,0,153,71,1,Santa Fe,2171,0,1,0,51,193,200,541,15,15,0
135,135,1,0,155,71,1,Santa Fe,2173,0,1,0,47,198,205,544,91,91,0
136,136,1,0,245,78,1,Santa Fe,2181,0,1,0,44,205,212,547,11,11,0
137,137,1,0,489,94,1,Santa Fe,,0,1,1,39,217,223,552,86,86,0
138,138,1,0,339,77,1,Santa Fe,2198,1,1,1,40,218,215,484,10,10,0
139,139,1,0,153,54,1,Santa Fe,2174,1,1,0,55,191,188,473,81,81,0
140,140,1,0,826,124,1,Santa Fe,2162,1,1,0,73,178,177,456,66,66,0
141,141,1,0,352,87,1,Santa Fe,,1,1,0,63,163,161,453,72,72,0
142,142,1,0,352,87,1,Santa Fe,2136,1,1,0,55,152,150,448,72,72,0
143,143,1,0,352,87,1,Santa Fe,2122,1,1,0,48,141,139,444,72,72,0
144,144,1,0,169,57,1,Santa Fe,2116,1,1,0,38,131,129,446,95,95,0
145,145,1,0,182,57,1,Santa Fe,2102,1,1,1,34,122,120,443,58,58,0
146,146,1,0,75,36,1,Santa Fe,2100,1,1,1,32,97,95,438,32,32,0
147,147,1,0,23,20,1,Ladislao Martinez,12,1,3,0,39,97,97,431,83,83,0
148,148,1,0,34,24,1,Ladislao Martinez,18,1,3,0,43,97,98,427,83,83,0
149,149,1,0,76,38,1,Ladislao Martinez,22,1,3,0,50,94,97,421,100,100,1
150,150,1,0,77,38,1,Ladislao Martinez,,1,3,0,55,94,99,415,13,13,0
151,151,1,0,76,35,1,Ladislao Martinez,40,1,3,0,70,97,109,400,76,76,0
152,152,1,0,132,53,1,Santa Fe,2094,1,1,0,39,90,89,432,46,46,0
153,153,1,0,204,66,1,Santa Fe,2076,1,1,0,50,76,77,426,62,62,0
154,154,1,0,203,66,1,Santa Fe,2070,1,1,0,56,68,70,424,46,46,0
155,155,1,0,203,66,1,Santa Fe,,1,1,0,59,56,59,421,65,65,0
156,156,1,0,203,66,1,Santa Fe,2038,1,1,0,52,48,52,420,35,35,0
157,157,1,0,65,36,1,Santa Fe,,1,1,0,42,38,41,424,53,53,0
158,158,1,0,65,36,1,Santa Fe,,1,1,0,38,33,37,423,73,73,0
159,159,1,0,62,35,1,Santa Fe,2020,1,1,0,34,28,33,423,71,71,0
160,160,1,0,11,15,1,Santa Fe,,1,1,0,23,23,22,434,54,54,0
161,161,1,0,64,35,1,Santa Fe,2016,1,1,0,31,23,30,422,24,24,0
162,162,1,0,57,31,3,Santa Fe,2002,1,1,1,24,14,23,424,48,48,0
163,163,1,0,57,31,3,Alvear,,1,1,0,30,14,29,417,3,3,0
164,164,1,0,74,36,3,Alvear,,1,1,0,37,15,37,410,2,2,0
165,165,1,0,48,31,3,Alvear,15,0,1,0,43,15,42,404,100,100,1
166,166,1,0,61,33,3,Alvear,,0,1,0,47,15,47,399,85,85,0
167,167,1,0,61,33,3,Alvear,23,0,1,0,52,15,52,394,62,62,0
168,168,1,0,63,34,3,Alvear,29,0,1,0,58,16,57,388,56,56,0
169,169,1,0,61,33,3,Alvear,31,0,1,0,63,16,63,383,17,17,0
170,170,1,0,63,34,3,Alvear,35,0,1,0,68,16,68,378,15,15,0
171,171,1,0,343,91,3,Alvear,,0,1,0,80,28,80,369,100,100,1
172,172,1,0,188,63,3,Alvear,,0,1,0,71,22,89,358,75,75,0
173,173,1,0,46,31,3,Alvear,,0,1,0,62,16,95,350,48,48,0
174,174,1,0,44,30,3,Alvear,59,0,1,0,58,16,99,346,47,47,0
175,175,1,0,45,31,3,Alvear,63,0,1,0,54,16,103,342,23,23,0
176,176,1,0,46,31,3,Alvear,67,0,1,0,50,16,107,338,48,48,0
177,177,1,0,46,31,3,Alvear,73,0,1,0,47,16,111,334,29,29,0
178,178,1,0,48,31,3,Alvear,75,0,1,0,43,16,115,330,47,47,0
179,179,1,0,199,56,3,Alvear,85,0,1,0,33,17,126,319,100,100,1
180,180,1,0,75,36,3,Alvear,,0,1,0,24,16,137,309,2,2,0
181,181,1,0,49,28,3,Alvear,,0,1,1,18,15,143,302,47,47,0
182,182,1,0,11,15,3,Arenales,,0,2,0,18,19,150,295,41,41,0
183,183,1,0,77,37,3,Albarellos,2023,0,2,0,29,25,140,306,76,76,0
184,184,1,0,59,34,3,Albarellos,2035,0,2,0,42,40,143,308,32,32,0
185,185,1,0,59,34,3,Albarellos,2043,0,2,0,49,47,145,310,46,46,0
186,186,1,0,61,34,3,Albarellos,2045,0,2,0,54,52,146,311,46,46,0
187,187,1,0,49,32,3,Albarellos,2057,0,2,0,50,57,147,312,46,46,0
188,188,1,0,112,43,3,Albarellos,2059,0,2,0,44,63,149,314,46,46,0
189,189,1,0,77,38,3,Albarellos,2065,0,2,0,39,71,149,319,82,82,0
190,190,1,0,78,39,3,Albarellos,2067,0,2,0,34,76,151,320,100,100,1
191,191,1,0,36,26,3,Albarellos,2079,0,2,0,27,82,158,317,100,100,1
192,192,1,0,34,25,3,Albarellos,,0,2,0,24,86,160,319,46,46,0
193,193,1,0,80,39,3,Albarellos,,0,2,1,16,97,166,321,3,3,0
195,194,1,0,34,23,3,Ladislao Martinez,94,1,3,0,20,101,163,328,100,100,1
194,195,1,0,38,25,3,Ladislao Martinez,70,1,3,0,53,101,139,359,83,83,0
196,196,1,0,38,25,3,Ladislao Martinez,,1,3,0,59,101,134,366,41,41,0
197,197,1,0,56,33,3,Albarellos,,1,2,1,19,98,193,292,9,9,0
198,198,1,0,43,31,3,Albarellos,2092,1,2,0,21,94,191,291,32,32,0
199,199,1,0,43,31,3,Albarellos,2088,1,2,0,23,91,190,289,45,45,0
200,200,1,0,40,30,3,Albarellos,2086,1,2,0,25,87,188,288,46,46,0
201,201,1,0,44,31,3,Albarellos,2082,1,2,0,28,83,187,287,85,85,0
202,202,1,0,76,40,3,Albarellos,2072,1,2,0,33,79,187,284,100,100,1
203,203,1,0,99,42,3,Albarellos,2066,1,2,0,39,71,183,282,33,33,0
204,204,1,0,59,34,3,Albarellos,2060,1,2,0,44,65,181,281,32,32,0
205,205,1,0,58,34,3,Albarellos,2052,1,2,0,49,60,179,280,46,46,0
206,206,1,0,59,34,3,Albarellos,2042,1,2,0,53,55,178,279,46,46,0
207,207,1,0,59,34,3,Albarellos,2040,1,2,0,51,50,177,278,96,96,0
208,208,1,0,59,34,3,Albarellos,2030,1,2,0,45,43,175,276,46,46,0
209,209,1,0,59,34,3,Albarellos,2028,1,2,0,40,38,175,276,62,62,0
210,210,1,0,59,34,3,Albarellos,2020,1,2,0,34,31,174,274,4,4,0
211,211,1,0,59,34,3,Albarellos,2018,1,2,0,30,26,173,274,2,2,0
212,212,1,0,61,33,3,Alvear,,0,1,1,21,16,170,276,18,18,0
213,213,1,0,63,33,3,Alvear,109,0,1,0,25,16,175,270,2,2,0
214,214,1,0,77,38,3,Alvear,,0,1,0,31,18,181,264,56,56,0
215,215,1,0,52,34,3,Alvear,121,0,1,0,35,17,186,259,46,46,0
216,216,1,0,77,38,3,Alvear,127,0,1,0,41,17,193,252,47,47,0
217,217,1,0,51,34,3,Alvear,131,0,1,0,46,17,198,247,46,46,0
218,218,1,0,51,34,3,Alvear,139,0,1,0,52,17,204,241,47,47,0
219,219,1,0,51,34,3,Alvear,,0,1,0,57,17,210,235,46,46,0
220,220,1,0,77,38,3,Alvear,155,0,1,0,62,17,215,230,46,46,0
221,221,1,0,51,34,3,Alvear,157,0,1,0,59,17,220,225,1,1,0
222,222,1,0,118,51,3,Alvear,,0,1,0,53,20,228,218,46,46,0
223,223,1,0,84,49,3,Alvear,169,0,1,0,49,21,233,213,62,62,0
224,224,1,0,52,34,3,Alvear,,0,1,0,41,17,239,207,1,1,0
225,225,1,0,22,29,3,Alvear,,0,1,0,39,17,241,204,53,53,0
226,226,1,0,76,38,3,Alvear,,0,1,0,35,17,245,200,35,35,0
227,227,1,0,77,38,3,Alvear,191,0,1,0,30,17,251,194,48,48,0
228,228,1,0,55,35,3,Alvear,187,0,1,0,26,17,256,189,23,23,0
229,229,1,0,83,40,3,Alvear,,0,1,1,22,16,261,184,75,75,0
230,230,1,0,19,19,3,Arenales,,0,2,0,22,21,267,179,41,41,0
231,231,1,0,61,34,3,Arenales,2025,0,2,0,33,26,256,190,46,46,0
232,232,1,0,63,35,3,Arenales,2027,0,2,0,37,31,256,192,2,2,0
233,233,1,0,50,33,3,Arenales,2031,0,2,0,41,35,255,194,73,73,0
234,234,1,0,48,33,3,Arenales,2033,0,2,0,45,39,255,195,46,46,0
235,235,1,0,49,33,3,Arenales,2039,0,2,0,54,49,256,198,4,4,0
236,236,1,0,50,33,3,Arenales,2047,0,2,0,57,52,256,199,13,13,0
237,237,1,0,51,33,3,Arenales,2049,0,2,0,56,56,256,201,100,100,1
238,238,1,0,47,29,3,Arenales,2055,0,2,0,51,61,258,201,13,13,0
239,239,1,0,53,30,3,Arenales,2063,0,2,0,45,68,259,204,100,100,1
240,240,1,0,37,26,3,Arenales,,0,2,0,30,86,262,212,81,81,0
241,241,1,0,46,28,3,Arenales,,0,2,0,26,90,263,215,57,57,0
242,242,1,0,85,37,3,Arenales,2093,0,2,1,22,98,264,219,75,75,0
243,243,1,0,45,29,3,Ladislao Martinez,,0,3,0,27,98,258,224,75,75,0
244,244,1,0,29,26,3,Ladislao Martinez,,0,3,0,31,97,255,228,53,53,0
245,245,1,0,44,29,3,Ladislao Martinez,,0,3,0,35,97,250,232,79,79,0
246,246,1,0,44,29,3,Ladislao Martinez,,0,3,0,39,97,246,236,16,16,0
247,247,1,0,43,29,3,Ladislao Martinez,,0,3,0,43,97,242,240,83,83,0
248,248,1,0,44,29,3,Ladislao Martinez,,0,3,0,48,97,238,244,32,32,0
249,249,1,0,131,46,3,Arenales,,1,2,1,20,99,296,190,83,83,0
254,250,1,0,76,38,3,Arenales,,1,2,0,26,91,295,185,46,46,0
250,251,1,1,27,21,3,Arenales,70,1,2,0,31,83,291,183,58,58,0
253,252,1,1,26,21,3,Arenales,70,1,2,0,35,84,297,177,100,100,1
251,253,1,0,80,38,3,Arenales,,1,2,0,37,78,293,178,15,15,0
252,254,1,0,60,35,3,Arenales,2066,1,2,0,42,73,292,175,49,49,0
269,255,1,0,63,36,3,Arenales,,1,2,0,47,69,292,173,10,10,0
268,256,1,0,258,70,3,Arenales,2050,1,2,0,59,58,297,162,25,25,0
255,257,1,1,20,18,3,Arenales,2040,1,2,0,60,53,311,146,26,26,0
256,258,1,1,20,18,3,Arenales,2040,1,2,0,57,52,306,150,3,3,0
257,259,1,1,20,18,3,Arenales,2040,1,2,0,55,51,301,155,100,100,1
257,260,1,1,20,18,3,Arenales,2040,1,2,0,52,51,296,159,8,8,0
258,261,1,1,20,18,3,Arenales,2040,1,2,0,51,50,291,164,100,100,1
259,262,1,1,20,18,3,Arenales,2040,1,2,0,49,50,286,168,22,22,0
260,263,1,1,59,35,3,Arenales,2040,1,2,0,44,43,290,162,15,15,0
261,264,1,0,61,35,3,Arenales,2034,1,2,0,39,38,290,160,35,35,0
262,265,1,0,60,35,3,Arenales,2050,1,2,0,35,34,290,159,75,75,0
263,266,1,0,19,19,3,Arenales,,1,2,0,15,16,281,164,54,54,0
264,267,1,0,259,65,3,Alvear,201,0,1,1,21,15,293,152,75,75,0
265,268,1,0,74,43,3,Alvear,,0,1,0,29,15,302,143,35,35,0
266,269,1,0,55,34,3,Alvear,,0,1,0,33,13,307,138,46,46,0
267,270,1,1,26,21,3,Alvear,219,0,1,0,55,44,312,141,73,73,0
268,271,1,1,26,21,3,Alvear,219,0,1,0,50,38,312,138,73,73,0
269,272,1,1,38,27,3,Alvear,219,0,1,0,46,30,312,136,21,21,0
270,273,1,1,26,21,3,Alvear,219,0,1,0,42,23,313,134,3,3,0
271,274,1,1,60,36,3,Alvear,219,0,1,0,39,13,313,131,2,2,0
272,275,1,1,38,26,3,Alvear,219,0,1,0,51,28,321,127,58,58,0
273,276,1,1,74,43,3,Alvear,231,0,1,0,47,15,322,123,1,1,0
274,277,1,0,237,65,3,Alvear,237,0,1,0,57,17,332,114,2,2,0
275,278,1,0,74,43,3,Alvear,247,0,1,0,67,15,342,103,62,62,0
276,279,1,0,74,43,3,Alvear,251,0,1,0,71,15,346,99,49,49,0
277,280,1,0,237,65,3,Alvear,,0,1,0,65,17,358,87,49,49,0
278,281,1,0,55,41,3,Alvear,,0,1,0,57,15,366,80,14,14,0
279,282,1,0,55,40,3,Alvear,273,0,1,0,54,15,369,76,23,23,0
280,283,1,0,56,41,3,Alvear,275,0,1,0,51,15,372,73,46,46,0
281,284,1,0,74,43,3,Alvear,,0,1,0,45,15,378,67,47,47,0
282,285,1,0,74,43,3,Alvear,,0,1,0,41,15,382,63,46,46,0
283,286,1,0,74,43,3,Alvear,293,0,1,0,34,15,389,57,2,2,0
284,287,1,0,73,43,3,Alvear,,0,1,0,30,15,393,52,48,48,0
285,288,1,0,26,21,3,Alvear,299,0,1,1,24,10,398,47,53,53,0
286,289,1,0,29,22,3,Rawson,2009,0,2,0,26,15,398,47,71,71,0
287,290,1,0,34,25,3,Rawson,2015,0,2,0,29,21,399,49,7,7,0
288,291,1,0,138,48,3,Rawson,2021,0,2,0,35,28,398,53,76,76,0
289,292,1,0,100,52,3,Rawson,2031,0,2,0,44,39,397,60,55,55,0
290,293,1,0,100,52,3,Rawson,,0,2,0,47,44,399,62,1,1,0
291,294,1,0,100,52,3,Rawson,2039,0,2,0,52,50,401,65,76,76,0
292,295,1,0,100,52,3,Rawson,2043,0,2,0,56,55,403,68,81,81,0
